2.4363,1.7544,1.5702,1.9448,2.0256,3.2322,2.4687,0.3518,3.2108,4.4063,4.8642,4.2732,4.3216,4.2118,1.3068,0.4074,4.2953,3.9552,1.5721,3.8579,2.6864,2.5188,1.3578,4.3729,6.6812,5.5799,2.7342,4.2634,5.9789,11.0788,4.6970,3.7604
3.7410,4.5891,4.0463,1.5612,1.2208,2.8462,5.1258,6.0984,5.1940,5.9410,2.9505,5.4374,4.5780,2.9106,3.0046,2.4205,1.4821,2.0882,2.6839,2.1401,0.9379,3.9609,5.6601,4.1728,6.4560,8.8000,7.1769,4.4833,2.9492,4.7358,6.5169,5.6224
0.6943,2.4694,4.6529,3.8621,4.8746,7.4233,7.3912,7.9707,7.0204,4.5161,3.4290,5.8962,3.9292,3.5508,2.0358,4.7497,6.3139,3.1244,3.5349,2.5520,3.4175,4.4261,1.3571,0.6967,3.9388,0.9323,5.6806,2.5821,4.0547,5.4098,2.8346,1.5397
5.9144,8.3167,6.1695,2.0660,0.7227,4.6947,8.0605,4.4033,2.8518,5.6065,5.3505,6.1568,6.1376,4.3045,4.8025,7.2627,2.9174,1.5175,5.2277,4.7197,6.6002,3.8179,5.6425,6.5904,3.5774,3.2496,2.4547,7.4632,4.7223,4.4921,1.5698,2.5785
0.4769,3.1377,5.9720,3.7745,4.0267,5.1087,4.0286,3.0972,5.9873,1.9541,2.4217,5.4516,5.6303,5.8291,3.2538,2.6164,5.1307,9.0055,6.0293,4.0815,4.2188,7.3624,5.6076,6.1916,5.9577,5.3711,5.5998,2.1839,8.1042,5.2457,3.0416,3.8821
3.9657,4.2997,3.2456,4.5810,4.9476,2.9475,4.7915,7.4632,5.0685,1.0098,3.2200,2.0873,5.7689,8.7120,5.1763,2.3075,4.4097,2.4133,1.8231,7.0851,11.2083,7.3482,4.6105,5.0403,2.0301,1.5857,2.0581,1.9144,5.5937,4.4136,2.5800,3.1375
3.3893,3.7304,6.2083,7.0617,0.4838,7.8179,8.1926,3.5438,1.2644,3.3924,8.0239,6.7663,2.5441,3.4734,4.2074,2.9875,2.2238,2.9018,1.6597,5.4846,2.1949,0.5190,2.3192,0.4360,1.6790,2.3481,5.8019,6.5298,5.9683,5.3814,3.4697,4.3244
0.1503,3.8234,4.3939,4.4162,2.5898,3.5307,4.2944,1.6035,2.2148,5.2342,6.9444,4.1063,4.5297,2.4994,3.6476,5.8565,4.1306,3.3218,4.5870,3.9930,6.2903,2.1593,1.4625,5.1143,7.3197,4.7902,4.0582,2.9128,3.8553,2.6575,5.8607,6.2951
0.8398,1.7870,1.6029,4.6879,6.2775,3.1525,0.4394,1.9697,5.3473,5.1953,1.6565,1.5474,4.0648,2.6950,8.8525,2.3630,1.7633,4.6708,5.0722,2.6330,6.7194,4.9913,2.5344,9.2348,12.0090,8.4275,6.3340,3.2625,2.8092,2.4078,5.6055,4.8070
6.7648,6.5562,6.6834,2.0493,2.4188,4.5512,6.6259,5.1671,5.7357,5.8980,2.7691,1.6730,4.4590,4.6512,8.0752,8.7841,5.1641,7.2005,7.7731,1.6631,1.6331,3.0615,1.0218,2.4845,3.6337,6.7453,4.2372,1.0005,3.2257,8.3829,10.2500,5.0224
2.7997,4.0413,0.7175,7.4762,4.6264,2.3319,3.2351,3.4050,0.7793,4.4537,4.3894,2.4706,5.8466,6.7939,2.7935,2.2895,5.6407,5.5504,5.9404,8.4713,5.3780,3.6574,2.7656,2.5541,6.8492,8.8991,5.4886,1.4804,1.0740,0.8411,1.9274,0.9685
2.3736,3.0840,5.2790,3.3452,1.0411,2.6749,7.9763,8.1492,4.4652,2.6468,1.4121,5.9732,9.8771,5.1634,5.5709,8.2971,5.6522,3.3848,2.7493,2.5630,2.2224,2.2859,1.3015,5.4564,7.9670,7.6339,7.4529,6.0383,6.1161,4.7087,4.0561,5.2926
3.6046,3.5588,1.5745,3.3720,1.8325,6.2900,8.3070,6.6727,4.7449,0.7037,6.2384,9.4747,3.0540,3.6826,6.8670,3.5505,0.7408,3.7480,4.6739,4.5894,5.7305,6.3672,3.3985,1.9959,4.3802,4.8775,6.2255,8.4091,4.1390,1.1122,3.8153,4.2038
1.6858,4.0103,2.0630,4.4034,2.1822,2.5679,2.0242,2.0408,1.9839,2.5385,1.2566,3.7999,1.8089,5.5393,5.6431,2.2946,2.0862,1.8499,1.8577,3.8937,4.1472,6.5560,6.0916,4.5430,6.3699,1.0737,1.5646,3.8311,5.8100,2.1222,1.7009,4.1210
16.7369,13.1411,7.4433,8.9272,8.2744,3.6120,3.8535,6.6121,7.2811,8.7066,5.5792,3.5244,4.6670,0.2665,5.6608,6.8917,3.2198,3.9334,3.9675,3.1348,8.8401,9.4036,2.7202,2.9403,1.7553,3.1568,4.2019,4.0328,7.3324,5.9147,2.1683,3.7859
1.6052,1.9401,1.5780,3.0381,4.7048,4.3230,4.3672,2.3629,3.7443,9.6011,11.9486,4.6447,4.4222,4.5408,6.1130,5.4565,3.0790,3.3040,0.8703,5.4908,5.0609,5.7923,6.7195,7.0902,4.1251,3.4552,3.7636,1.7491,5.4075,6.1808,3.6873,5.8626
4.3974,4.6672,4.8539,4.8774,6.4587,7.9598,8.2868,7.5597,5.9923,2.5036,3.3547,5.4220,2.1609,0.4683,5.7141,10.6953,6.1810,1.8634,1.9969,1.0450,4.1534,5.2753,2.3158,1.3942,5.1390,6.3099,5.4449,4.0425,2.2735,7.3249,7.3073,1.1312
2.3266,2.9588,4.1043,4.6778,4.8997,6.6954,2.6506,2.6816,2.8907,2.3979,3.3026,3.4546,3.8059,2.1284,1.8582,4.2714,3.3248,3.2664,3.3526,2.7454,3.2189,5.6362,3.2189,4.5642,4.5719,5.0283,5.9313,4.0827,3.4748,5.6228,2.5215,4.4354
6.0415,4.4935,3.6945,2.3796,2.2421,5.1915,3.0349,3.7724,4.3339,3.6150,3.6442,2.1868,1.4421,5.9828,4.5932,3.1894,7.3098,8.0820,5.3587,10.4936,11.1125,3.9454,4.4834,3.1468,0.4571,2.4371,5.6725,7.0026,6.1022,4.2497,1.5066,2.0818
7.0102,8.4855,7.2301,4.6249,3.5144,3.5973,2.6402,3.9035,1.3354,3.5570,5.4717,4.4132,2.3016,3.0357,1.8437,4.5739,5.0811,3.9183,1.4883,3.7219,6.1499,3.8799,5.5672,7.2547,5.6644,3.9650,3.0436,5.3870,5.7844,1.8854,1.9291,2.8533
4.1311,2.9407,1.9440,1.0439,2.1499,2.3861,4.1880,3.3349,6.5469,8.2041,7.8195,7.8625,7.7926,6.8513,5.5856,4.3687,0.4035,4.6153,6.0781,3.9569,1.4205,1.3910,5.7569,10.3391,10.3171,6.4342,2.8093,1.2977,0.2974,1.0560,0.8681,1.5629
